OTU	M1	M2	M3	M4	M5	M6	M7	M8
Pisolithus_sp_5	0	0	0	0	0	0	0	1
Trichophaea_sp_1	0	0	0	0	0	0	1	0
Scleroderma_yunnanense_12	0	0	0	1	0	0	0	0
Russula_pseudointegra_1	0	0	0	0	0	1	0	0
Tuber_mexiusanum_13	0	0	0	0	0	0	1	0
Helvella_bachu_42	0	1	0	0	0	0	0	0
Phaeocollybia_cidaris_2	0	0	0	0	0	0	0	1
Russula_echidna_3	0	0	0	1	0	0	0	0
Scleroderma_yunnanense_13	0	0	0	0	0	0	1	0
Lactarius_lacunarum_20	0	0	0	0	0	1	0	0
Tuber_rufum_3	0	0	0	0	0	0	0	1
Cortinarius_epiphaeus_2	0	0	0	0	0	0	1	0
Tuber_pseudobrumale_11	1	0	0	0	0	0	0	0
Tuber_beyerlei_4	0	1	0	0	0	0	0	0
Tuber_brennemanii_4	0	0	0	0	0	0	0	1
Tomentellopsis_sp_2	1	0	0	0	0	0	0	0
Amanita_pelioma_1	0	0	0	0	0	0	1	0
Lactarius_sp_1	0	0	0	0	0	0	1	0
Hortiboletus_napaeus_1	0	0	0	0	0	0	1	0
Tuber_puberulum_10	0	0	0	0	0	0	1	0
Hydnellum_sp_1	0	0	0	0	0	0	1	0
Tuber_pseudobrumale_12	0	0	0	0	0	0	0	1
Cortinarius_pinisquamulosus_1	0	0	0	0	0	0	0	1
Hygrophorus_exiguus_2	0	0	0	0	0	0	1	0
Cortinarius_epiphaeus_3	0	1	0	0	0	0	0	0
Helvella_bachu_43	0	0	0	0	0	1	0	0
Sebacina_sp_5	0	0	0	0	0	0	0	1
Russula_sp_5	0	0	0	0	0	1	0	0
Scleroderma_yunnanense_14	0	0	0	0	0	0	1	0
Sebacina_cystidiata_1	0	0	0	1	0	0	0	0
Cortinarius_privignatus_1	0	0	0	0	0	0	0	1
Lactarius_lacunarum_21	1	0	0	0	0	0	0	0
Russula_sp_6	0	0	0	0	0	0	0	1
Helvella_bachu_44	0	1	0	0	0	0	0	0
Geopora_arenicola_4	0	0	0	1	0	0	0	0
Russula_sp_7	1	0	0	0	0	0	0	0
Pseudotomentella_sp_1	0	0	1	0	0	0	0	0
Tuber_mexiusanum_14	1	0	0	0	0	0	0	0
Geopora_arenicola_5	0	0	0	0	0	0	0	1
Tuber_pseudobrumale_13	1	0	0	0	0	0	0	0
Humaria_sp_1	0	0	0	0	0	0	1	0
Tuber_mexiusanum_15	1	0	0	0	0	0	0	0
Lactarius_lacunarum_22	0	0	0	0	0	0	1	0
Gomphus_yunnanensis_1	0	0	0	1	0	0	0	0
Tricholoma_mastoideum_1	0	0	0	0	0	0	1	0
Inocybe_baltica_6	0	0	0	0	0	0	1	0
Tuber_sp_6	0	0	1	0	0	0	0	0
Boletus_satanas_2	0	0	0	1	0	0	0	0
Amanita_sp_1	0	0	0	0	0	0	0	1
Scleroderma_yunnanense_15	0	0	0	1	0	0	0	0
Tuber_pseudobrumale_14	0	1	0	0	0	0	0	0
Tuber_beyerlei_5	0	0	0	0	0	0	0	1
Inocybe_sp_9	0	1	0	0	0	0	0	0
Gyroporus_austrobrasiliensis_1	0	0	0	0	0	0	1	0
Boletus_sp_1	1	0	0	0	0	0	0	0
Tuber_elevatireticulatum_5	0	0	0	1	0	0	0	0
Tuber_pseudobrumale_15	0	1	0	0	0	0	0	0
Pisolithus_sp_6	0	0	0	0	0	0	1	0
Scleroderma_yunnanense_16	0	0	0	1	0	0	0	0
Cortinarius_sp_2	1	0	0	0	0	0	0	0
Lactarius_lacunarum_23	0	0	0	0	0	0	1	0
Inocybe_sp_10	0	0	0	0	0	0	0	1
Lactarius_lacunarum_24	0	0	0	1	0	0	0	0
Tomentella_sp_7	1	0	0	0	0	0	0	0
Helvella_bachu_45	0	0	0	0	0	0	1	0
Scleroderma_yunnanense_17	0	0	0	0	0	0	0	1
Scleroderma_yunnanense_18	0	0	0	0	0	0	0	1
Pisolithus_arhizus_1	0	0	0	0	0	0	1	0
Lactarius_lacunarum_25	0	0	0	0	0	0	1	0
Inocybe_baltica_7	0	0	0	0	0	0	1	0
Scleroderma_yunnanense_19	0	0	0	1	0	0	0	0
Tuber_mexiusanum_16	0	0	0	0	0	0	0	1
Tuber_mexiusanum_17	0	0	0	0	0	1	0	0
Lactarius_lacunarum_26	0	0	0	0	0	0	0	1
Tomentella_sp_8	0	0	0	1	0	0	0	0
Tomentella_sp_9	0	0	0	0	0	0	1	0
Lactifluus_sp_1	0	0	0	0	0	0	1	0
Wilcoxina_rehmii_1	0	0	0	0	0	0	1	0
Inocybe_latibulosa_1	0	0	0	0	0	0	0	1
Violaceomyces_palustris_1	58	13	0	0	0	2	310	2
Kockovaella_prillingeri_1	0	0	0	0	0	30	0	0
Violaceomyces_palustris_2	2	2	0	0	0	0	0	1
Cylindrosympodioides_sp_1	0	0	0	0	0	0	0	2
Symmetrospora_coprosmae_1	0	0	1	0	0	0	0	0
Violaceomyces_palustris_3	1	0	0	0	0	0	0	0
Symmetrospora_coprosmae_2	0	0	0	1	0	0	0	0
Buckleyzyma_aurantiaca_1	0	0	0	0	0	0	0	1
Buckleyzyma_kluyveri-nielii_1	0	0	0	1	0	0	0	0
Buckleyzyma_aurantiaca_2	0	0	0	0	0	0	1	0
Retroconis_fusiformis_1	457	469	764	65	193	261	45	889
Paecilomyces_variotii_1	55	159	0	0	0	0	2	0
Bartalinia_robillardoides_1	1	2	0	17	0	115	32	8
Trichomerium_flexuosum_1	0	0	0	0	0	153	0	8
Anthostomella_lamiacearum_1	0	0	0	0	0	56	1	1
Acrostalagmus_luteoalbus_1	0	1	0	43	0	1	1	1
Gloeopycnis_protuberans_1	0	0	0	0	0	0	10	8
Myceliophthora_lutea_1	0	1	0	11	0	0	0	0
Acrostalagmus_luteoalbus_2	2	0	0	0	0	2	0	3
Pyrenochaetopsis_tabarestanensis_1	0	7	0	0	0	0	0	0
Gloeopycnis_protuberans_2	0	0	0	0	0	1	3	0
Trichomerium_flexuosum_2	0	0	0	0	0	0	2	0
Trichomerium_flexuosum_3	0	0	0	0	0	0	0	2
Trichomerium_flexuosum_4	2	0	0	0	0	0	0	0
Retroconis_fusiformis_2	0	0	0	0	0	1	0	0
Torula_fici_1	0	0	0	1	0	0	0	0
Trichomerium_flexuosum_5	0	1	0	0	0	0	0	0
Triscelophorus_konajensis_1	0	0	0	1	0	0	0	0
Gloeopycnis_protuberans_3	0	0	0	0	0	1	0	0
Torula_fici_2	0	0	0	0	0	1	0	0
Pyrenochaetopsis_confluens_1	0	1	0	0	0	0	0	0
Bartalinia_robillardoides_2	0	1	0	0	0	0	0	0
Trichomerium_flexuosum_6	0	0	0	0	0	0	1	0
Gloeopycnis_protuberans_4	0	0	0	0	0	1	0	0
Monodictys_castaneae_1	0	0	0	0	0	0	38	2
Bulbilla_applanata_1	0	0	0	0	0	0	0	1
Gibbosporina_mascarena_1	0	66	2	48	0	190	55	8
Lecidella_scabra_1	2	33	0	16	0	1	77	0
Nephroma_flavorhizinatum_1	11	1	0	1	0	1	55	1
Nephroma_flavorhizinatum_2	55	0	0	0	0	0	0	0
Pseudocyphellaria_hawaiiensis_1	3	11	0	5	0	0	0	3
Bacidia_sigmospora_1	1	0	0	0	0	0	21	0
Nephroma_flavorhizinatum_3	0	0	0	0	0	19	1	0
Ochrolechia_bahusiensis_1	15	0	0	0	0	0	0	0
Pseudocyphellaria_hawaiiensis_2	0	0	0	10	0	0	3	1
Nephroma_flavorhizinatum_4	0	0	0	8	0	0	1	4
Pseudocyphellaria_hawaiiensis_3	0	0	0	0	0	0	11	1
Nephroma_flavorhizinatum_5	3	0	0	5	0	1	1	1
Nephroma_flavorhizinatum_6	0	0	0	0	0	0	1	10
Gibbosporina_mascarena_2	9	0	0	0	0	0	0	1
Pseudocyphellaria_hawaiiensis_4	0	3	0	2	0	1	4	0
Nephroma_flavorhizinatum_7	0	6	0	2	0	0	0	1
Chaenotheca_stemonea_1	0	0	0	0	0	0	9	0
Lepraria_nothofagi_1	4	1	0	2	0	0	2	0
Nephroma_flavorhizinatum_8	0	0	0	0	0	0	9	0
Nephroma_flavorhizinatum_9	0	0	0	1	0	0	7	0
Nephroma_flavorhizinatum_10	0	4	0	4	0	0	0	0
Nephroma_flavorhizinatum_11	0	7	0	0	0	0	1	0
Hypotrachyna_neodissecta_1	0	7	0	0	0	0	0	0
Nephroma_flavorhizinatum_12	0	0	0	0	0	7	0	0
Nephroma_flavorhizinatum_13	0	0	0	4	0	2	0	0
Nephroma_flavorhizinatum_14	0	0	0	0	0	0	4	2
Nephroma_flavorhizinatum_15	0	0	0	0	0	0	6	0
Leprocaulon_knudsenii_1	0	4	0	0	0	1	0	0
Pseudocyphellaria_biliana_1	0	0	0	5	0	0	0	0
Nephroma_flavorhizinatum_16	1	0	0	0	0	1	0	3
Nephroma_flavorhizinatum_17	0	0	0	0	0	0	5	0
Nephroma_flavorhizinatum_18	2	0	0	2	0	0	0	0
Nephroma_flavorhizinatum_19	0	0	0	0	0	4	0	0
Pseudocyphellaria_hawaiiensis_5	0	4	0	0	0	0	0	0
Pseudocyphellaria_hawaiiensis_6	0	0	0	0	0	0	4	0
Nephroma_flavorhizinatum_20	0	0	0	4	0	0	0	0
Lecidella_scabra_2	3	0	0	0	0	0	0	0
Pseudocyphellaria_biliana_2	2	0	0	0	0	1	0	0
Pseudocyphellaria_hawaiiensis_7	0	0	0	0	3	0	0	0
Nephroma_flavorhizinatum_21	0	0	0	0	0	0	3	0
Nephroma_flavorhizinatum_22	0	3	0	0	0	0	0	0
Vulpicida_canadensis_1	0	0	0	0	0	0	3	0
Nephroma_flavorhizinatum_23	0	3	0	0	0	0	0	0
Nephroma_flavorhizinatum_24	0	1	0	0	0	2	0	0
Nephroma_flavorhizinatum_25	0	0	0	0	0	0	3	0
Lecidella_scabra_3	0	2	0	1	0	0	0	0
Gibbosporina_mascarena_3	0	0	0	0	0	0	0	2
Pseudocyphellaria_hawaiiensis_8	0	0	0	2	0	0	0	0
Nephroma_flavorhizinatum_26	0	0	0	2	0	0	0	0
Rhizoplaca_macleanii_1	0	2	0	0	0	0	0	0
Gibbosporina_mascarena_4	0	2	0	0	0	0	0	0
Nephroma_flavorhizinatum_27	2	0	0	0	0	0	0	0
Nephroma_flavorhizinatum_28	0	0	0	0	0	0	2	0
Pseudocyphellaria_hawaiiensis_9	0	0	0	2	0	0	0	0
Nephroma_flavorhizinatum_29	0	0	0	2	0	0	0	0
Umbilicaria_sp_1	0	0	0	0	0	0	1	0
Nephroma_flavorhizinatum_30	0	0	0	0	0	1	0	0
Verrucaria_tallbackaensis_1	0	0	0	1	0	0	0	0
Lepraria_granulata_1	0	0	0	0	0	0	1	0
Pseudocyphellaria_biliana_3	1	0	0	0	0	0	0	0
Nephroma_flavorhizinatum_31	0	1	0	0	0	0	0	0
Lecanora_ussuriensis_1	0	0	0	0	0	0	1	0
Nephroma_flavorhizinatum_32	0	0	0	0	0	0	0	1
Nephroma_flavorhizinatum_33	0	0	0	0	0	0	1	0
Nephroma_flavorhizinatum_34	0	0	0	0	0	1	0	0
Gibbosporina_mascarena_5	0	0	0	1	0	0	0	0
Nephroma_flavorhizinatum_35	0	0	0	0	0	0	1	0
Xanthoparmelia_subchalybaeizans_1	0	0	0	0	0	0	0	1
Brigantiaea_ferruginea_1	1	0	0	0	0	0	0	0
Nephroma_flavorhizinatum_36	0	0	0	0	0	0	0	1
Nephroma_flavorhizinatum_37	1	0	0	0	0	0	0	0
Nephroma_flavorhizinatum_38	1	0	0	0	0	0	0	0
Nephroma_flavorhizinatum_39	0	0	0	0	0	0	1	0
Nephroma_flavorhizinatum_40	0	0	0	0	0	0	0	1
Lasallia_rossica_1	0	0	0	0	0	0	1	0
Nephroma_flavorhizinatum_41	0	0	0	0	0	1	0	0
Cora_leslactuca_1	0	0	0	0	0	0	0	1
Verrucaria_viridigrana_1	0	0	0	1	0	0	0	0
Pseudocyphellaria_hawaiiensis_10	0	0	0	0	0	0	1	0
Nephroma_flavorhizinatum_42	0	0	0	0	0	0	1	0
Lichenomphalia_altoandina_1	0	0	1	0	0	0	0	0
Pseudocyphellaria_biliana_4	0	0	0	0	0	0	1	0
Pseudocyphellaria_hawaiiensis_11	0	0	0	0	1	0	0	0
Pseudocyphellaria_hawaiiensis_12	0	0	0	0	0	0	0	1
Nephroma_flavorhizinatum_43	0	0	0	0	0	0	1	0
Pseudocyphellaria_biliana_5	0	0	0	0	0	0	0	1
Nephroma_flavorhizinatum_44	0	0	0	0	0	1	0	0
Nothophoma_ngayawang_1	61891	9130	1503	11065	1407	3168	4869	2179
Bisifusarium_biseptatum_1	1448	25381	721	6455	26	2615	5508	1006
Chaetasbolisia_eupatorii_1	5014	8865	27	3165	11	710	3945	579
Arxiella_celtidis_1	1703	3788	21	3910	709	6013	3855	158
Bisifusarium_biseptatum_2	72	6415	6	98	1573	1665	49	172
Myrothecium_inundatum_1	61	473	5	464	1	2285	291	65
Bisifusarium_biseptatum_3	16	6	1204	1	0	4	0	13
Bisifusarium_dimerum_1	19	11	4	8	396	12	315	23
Alfaria_putrefolia_1	97	9	1	203	3	365	27	24
Cladosporium_herbarum_1	6	4	2	54	390	7	7	17
Idriella_sp_1	3	0	0	1	0	306	0	0
Chaetomium_grande_1	3	83	3	62	0	7	125	4
Wickerhamomyces_anomalus_1	0	0	265	0	0	0	0	0
Robillarda_sessilis_1	8	5	1	10	127	95	10	1
Davidiellomyces_australiensis_1	20	39	0	0	0	5	188	5
Chaetomium_sp_1	0	174	0	43	0	3	5	11
Pluteus_longistriatus_1	1	1	1	34	0	182	5	8
Hydropisphaera_fungicola_1	5	34	0	160	0	3	3	11
Efibulobasidium_albescens_1	4	3	0	8	185	0	1	7
Septoriella_allojunci_1	97	0	0	0	0	4	0	96
Ascobolus_furfuraceus_1	3	2	0	0	0	1	168	7
Articulospora_sp_1	22	1	1	4	89	3	0	50
Ascobolus_sp_1	90	0	0	1	0	1	60	5
Cystofilobasidium_macerans_1	0	0	0	1	0	54	100	1
Davidiellomyces_australiensis_2	0	0	0	0	0	0	91	23
Ascobolus_sp_2	1	2	2	15	0	88	2	0
Chaetomium_longiciliatum_1	5	3	0	24	0	0	57	2
Xenobotrytis_acaducospora_1	1	0	0	66	0	0	0	0
Davidiellomyces_australiensis_3	0	1	0	0	0	2	3	60
Alfaria_putrefolia_2	24	0	0	0	0	0	28	1
Ascobolus_sp_3	4	14	0	2	0	3	23	2
Pluteus_pellitus_1	4	2	0	0	0	3	5	27
Rhizophlyctis_sp_1	0	27	0	2	0	0	9	1
Davidiellomyces_australiensis_4	0	0	0	35	0	1	0	1
Juglanconis_pterocaryae_1	0	0	35	0	0	1	0	0
Ascobolus_sp_4	0	6	0	6	1	0	21	0
Idriella_sp_2	17	10	0	1	0	0	0	3
Ascobolus_sp_5	31	0	0	0	0	0	0	0
Coniocessia_sp_1	0	0	0	0	0	27	0	3
Cystofilobasidium_macerans_2	1	0	0	0	0	28	0	0
Idriella_sp_3	0	13	0	8	0	6	2	0
Bisifusarium_biseptatum_4	26	0	0	0	0	0	0	0
Ascobolus_sp_6	3	0	0	0	0	22	0	0
Ascobolus_sp_7	0	0	0	0	0	23	0	0
Davidiellomyces_australiensis_5	0	0	0	1	0	0	19	2
Rhizophlyctis_rosea_1	0	22	0	0	0	0	0	0
Phialophora_cyclaminis_1	19	0	0	0	0	0	0	3
Neodidymelliopsis_cannabis_1	0	10	0	2	0	0	5	0
Bisifusarium_biseptatum_5	0	4	0	11	0	0	0	2
Rhizophlyctis_sp_2	1	0	0	0	0	0	14	2
Clitopilus_sp_1	0	1	0	0	0	13	0	0
Ascobolus_sp_8	0	3	0	5	0	0	6	0
Nigrospora_vesicularifera_1	0	0	4	0	0	6	0	2
Kirstenboschia_diospyri_1	0	11	0	0	0	1	0	0
Bisifusarium_biseptatum_6	0	4	0	1	0	2	5	0
Niesslia_bulbillosa_1	6	2	0	0	0	0	2	0
Bisifusarium_biseptatum_7	0	0	0	0	0	10	0	0
Wickerhamomyces_siamensis_1	0	0	0	0	0	0	0	9
Cadophora_rotunda_1	0	0	0	0	0	0	0	9
Pyxidiophora_sp_1	0	0	1	0	0	1	7	0
Dioszegia_zsoltii_1	2	0	0	4	0	1	1	1
Chaetomium_cervicicola_1	0	2	0	1	0	0	5	0
Chaetomium_longiciliatum_2	0	0	0	7	0	0	1	0
Mycena_mucor_1	0	2	0	4	0	0	0	2
Cyphellophora_sp_1	0	0	7	0	0	0	0	0
Paracylindrocarpon_aloicola_1	0	0	0	0	0	0	1	6
Nothophoma_ngayawang_2	0	6	0	0	0	0	0	0
Davidiellomyces_australiensis_6	0	2	0	3	0	0	0	1
Cheilymenia_sp_1	0	3	0	2	0	0	0	1
Sclerostagonospora_sp_1	0	0	0	0	0	0	6	0
Clavispora_fructus_1	0	0	0	1	0	0	4	1
Lachnum_palmae_1	0	0	0	0	0	5	0	0
Davidiellomyces_australiensis_7	0	0	0	0	0	0	0	5
Davidiellomyces_australiensis_8	1	2	0	0	0	0	1	1
Clavispora_fructus_2	0	0	0	4	0	0	1	0
Cyphellophora_sp_2	0	0	0	0	0	1	0	4
Chaetasbolisia_eupatorii_2	0	0	0	1	0	0	4	0
Davidiellomyces_australiensis_9	0	0	0	1	1	1	2	0
Pluteus_pellitus_2	2	0	0	0	0	0	0	3
Ascobolus_sp_9	0	0	0	0	0	1	0	4
Papulosa_sp_1	0	1	0	0	0	0	1	2
Bisifusarium_biseptatum_8	1	1	0	2	0	0	0	0
Davidiellomyces_australiensis_10	0	3	0	1	0	0	0	0
Davidiellomyces_australiensis_11	0	0	0	0	0	0	3	1
Bisifusarium_biseptatum_9	0	0	0	0	0	0	0	4
Davidiellomyces_australiensis_12	0	0	0	0	0	0	4	0
Bisifusarium_biseptatum_10	0	0	0	0	0	0	0	4
Bisifusarium_biseptatum_11	0	0	0	0	0	0	2	2
Bisifusarium_biseptatum_12	0	0	0	0	0	0	0	4
Bisifusarium_biseptatum_13	0	0	0	0	0	0	4	0
Rhizophlyctis_sp_3	2	1	0	0	0	0	1	0
Septoriella_allojunci_2	0	0	0	0	0	0	4	0
Bisifusarium_biseptatum_14	0	1	0	0	0	0	2	0
Uwebraunia_dekkeri_1	0	0	0	0	0	0	2	1
Pluteus_multiformis_1	0	0	0	2	0	0	1	0
Dioszegia_fristingensis_1	0	0	0	0	0	0	3	0
Bisifusarium_biseptatum_15	0	2	0	0	1	0	0	0
Davidiellomyces_australiensis_13	1	2	0	0	0	0	0	0
Pluteus_pellitus_3	0	0	0	0	0	0	0	3
Chaetasbolisia_eupatorii_3	0	0	0	0	0	3	0	0
Bisifusarium_biseptatum_16	0	0	0	0	0	0	3	0
Davidiellomyces_australiensis_14	3	0	0	0	0	0	0	0
Myrothecium_inundatum_2	0	3	0	0	0	0	0	0
Bisifusarium_biseptatum_17	0	0	0	0	1	2	0	0
Nowakowskiella_multispora_1	0	0	0	0	0	0	1	2
Pluteus_pellitus_4	0	0	0	0	0	3	0	0
Clavispora_fructus_3	0	0	0	2	0	0	0	1
Articulospora_sp_2	0	0	0	0	0	0	0	3
Myrothecium_inundatum_3	0	3	0	0	0	0	0	0
Bisifusarium_biseptatum_18	2	0	0	0	0	1	0	0
Gyoerffyella_sp_1	0	0	0	0	0	0	3	0
Paracylindrocarpon_aloicola_2	0	3	0	0	0	0	0	0
Gonytrichum_sp_1	0	3	0	0	0	0	0	0
Lepiota_clypeolaria_1	0	0	0	0	0	2	0	0
Cyphellophora_aestiva_1	0	0	0	0	0	0	2	0
Pluteus_pellitus_5	0	0	0	0	0	0	0	2
Pluteus_pellitus_6	0	0	0	0	0	0	2	0
Nothophoma_ngayawang_3	0	0	0	0	0	0	0	2
Lepiota_sp_1	0	0	0	0	0	0	2	0
Marasmiellus_paspali_1	0	0	0	0	0	0	0	2
Neostagonospora_caricis_1	0	0	0	0	0	0	2	0
Aphroditeola_olida_1	0	0	0	0	0	0	2	0
Bisifusarium_biseptatum_19	1	0	0	0	0	0	0	1
Clitopaxillus_fibulatus_1	0	0	0	0	0	0	1	1
Bisifusarium_biseptatum_20	0	0	0	0	0	1	0	1
Davidiellomyces_australiensis_15	0	0	0	0	0	0	2	0
Juglanconis_pterocaryae_2	0	0	0	0	0	2	0	0
Chaetasbolisia_eupatorii_4	0	0	0	2	0	0	0	0
Bisifusarium_biseptatum_21	0	0	0	1	0	0	0	1
Sporormiella_similis_1	1	0	0	0	0	1	0	0
Clitopilus_sp_2	0	0	0	0	0	0	2	0
Leptodiscella_sexualis_1	0	0	0	2	0	0	0	0
Bisifusarium_delphinoides_1	0	0	0	0	0	0	2	0
Clitopilus_sp_3	0	0	0	2	0	0	0	0
Articulospora_sp_3	0	1	0	0	0	0	1	0
Wickerhamomyces_hampshirensis_1	0	0	0	0	0	2	0	0
Bisifusarium_biseptatum_22	0	0	0	0	0	2	0	0
Bisifusarium_biseptatum_23	0	0	0	0	0	0	2	0
Alfaria_putrefolia_3	0	0	0	0	0	0	2	0
Chaetomium_longiciliatum_3	0	0	0	0	0	0	0	2
Bisifusarium_biseptatum_24	1	0	0	0	0	1	0	0
Cadophora_rotunda_2	0	0	0	0	0	0	0	2
Collembolispora_aristata_1	0	0	0	2	0	0	0	0
Cystofilobasidium_macerans_3	0	0	0	0	0	0	0	2
Bisifusarium_biseptatum_25	0	0	0	0	1	0	1	0
Bisifusarium_biseptatum_26	0	0	0	0	0	0	0	2
Rhizophlyctis_sp_4	0	2	0	0	0	0	0	0
Dioszegia_sp_1	0	0	0	0	0	0	2	0
Bisifusarium_biseptatum_27	0	2	0	0	0	0	0	0
Ascobolus_sp_10	0	0	0	0	0	0	1	1
Chaetomium_angulare_1	0	0	0	0	0	0	0	1
Clavispora_sp_1	0	0	0	0	0	0	0	1
Clitopilus_scyphoides_1	0	0	0	1	0	0	0	0
Bisifusarium_biseptatum_28	0	1	0	0	0	0	0	0
Sistotrema_porulosum_1	0	0	0	1	0	0	0	0
Bisifusarium_biseptatum_29	0	0	0	0	0	0	0	1
Geastrum_hungaricum_1	0	0	0	0	0	0	1	0
Bisifusarium_biseptatum_30	1	0	0	0	0	0	0	0
Clitopilus_sp_4	0	1	0	0	0	0	0	0
Chaetasbolisia_eupatorii_5	0	0	0	0	0	0	1	0
Pluteus_longistriatus_2	0	0	0	1	0	0	0	0
Bisifusarium_biseptatum_31	0	0	0	0	0	0	1	0
Sirastachys_pandanicola_1	0	0	0	0	0	0	0	1
Bisifusarium_biseptatum_32	0	0	0	0	0	0	0	1
Dioszegia_butyracea_1	0	0	0	1	0	0	0	0
Myrothecium_inundatum_4	0	0	0	1	0	0	0	0
Myrothecium_inundatum_5	0	0	0	0	0	0	1	0
Chaetomium_angulare_2	0	0	0	0	0	0	0	1
Bisifusarium_biseptatum_33	0	0	0	1	0	0	0	0
Clavispora_sp_2	1	0	0	0	0	0	0	0
Ascobolus_sp_11	0	0	0	0	0	1	0	0
Bisifusarium_biseptatum_34	0	0	0	0	0	0	1	0
Pluteus_multiformis_2	0	0	0	0	0	0	0	1
Neosetophoma_lonicerae_1	0	0	0	0	0	0	1	0
Sporormiella_sp_1	0	0	0	0	0	0	0	1
Wickerhamomyces_anomalus_2	0	0	0	0	0	0	0	1
Clavispora_sp_3	0	0	0	0	0	1	0	0
Pterula_gracilis_1	0	0	0	0	0	0	0	1
Rutola_graminis_1	0	0	0	0	0	0	0	1
Rhizophlyctis_sp_5	0	0	0	0	0	1	0	0
Clitopilus_sp_5	1	0	0	0	0	0	0	0
Libertasomyces_sp_1	0	0	0	0	0	0	1	0
Myrothecium_inundatum_6	0	0	0	0	0	1	0	0
Amarenographium_ammophilicola_1	0	0	0	0	0	1	0	0
Pluteus_nanus_1	0	0	0	0	0	0	0	1
Bisifusarium_biseptatum_35	0	1	0	0	0	0	0	0
Myrothecium_inundatum_7	0	0	0	1	0	0	0	0
Myrothecium_inundatum_8	1	0	0	0	0	0	0	0
Ascobolus_sp_12	0	0	0	0	0	0	0	1
Bisifusarium_biseptatum_36	0	0	0	0	0	0	1	0
Myrothecium_inundatum_9	0	0	0	0	0	0	0	1
Chaetomium_cervicicola_2	0	0	0	0	0	1	0	0
Niesslia_mucida_1	1	0	0	0	0	0	0	0
Bisifusarium_biseptatum_37	0	0	0	0	0	0	1	0
Bisifusarium_biseptatum_38	0	0	0	0	0	1	0	0
Bisifusarium_dimerum_2	1	0	0	0	0	0	0	0
Idriella_sp_4	0	0	0	0	0	1	0	0
Bisifusarium_biseptatum_39	0	0	0	1	0	0	0	0
Pluteus_pellitus_7	1	0	0	0	0	0	0	0
Gymnopus_barbipes_1	0	0	0	0	0	0	1	0
Hydropisphaera_fungicola_2	1	0	0	0	0	0	0	0
Gyoerffyella_sp_2	0	0	0	0	0	0	0	1
Bisifusarium_biseptatum_40	0	0	0	1	0	0	0	0
Hydropisphaera_sp_1	0	0	0	0	0	0	1	0
Geastrum_dolomiticum_1	0	1	0	0	0	0	0	0
Clavispora_fructus_4	0	0	0	1	0	0	0	0
Thelonectria_truncata_1	0	0	0	0	0	0	0	1
Nigrospora_rubi_1	0	0	0	1	0	0	0	0
Myrothecium_inundatum_10	0	0	0	0	0	0	1	0
Peristomialis_corynospora_1	0	1	0	0	0	0	0	0
Articulospora_sp_4	0	0	0	0	0	0	1	0
Articulospora_sp_5	0	0	0	0	0	0	0	1
Bisifusarium_biseptatum_41	0	0	0	1	0	0	0	0
Nectriella_sp_1	0	1	0	0	0	0	0	0
Hapsidospora_irregularis_1	1	0	0	0	0	0	0	0
Bisifusarium_biseptatum_42	0	0	0	0	0	0	1	0
Armillaria_borealis_1	0	0	0	0	0	0	0	1
Bisifusarium_dimerum_3	0	0	0	0	0	0	0	1
Mycocitrus_odorus_1	0	0	0	0	0	0	1	0
Bisifusarium_biseptatum_43	1	0	0	0	0	0	0	0
Bisifusarium_dimerum_4	0	0	0	0	0	0	0	1
Articulospora_sp_6	0	0	0	0	0	0	0	1
Bisifusarium_biseptatum_44	0	0	0	1	0	0	0	0
Hydropisphaera_fungicola_3	0	0	0	0	0	0	0	1
Myrothecium_inundatum_11	0	0	0	0	0	0	1	0
Myrothecium_inundatum_12	1	0	0	0	0	0	0	0
Bisifusarium_biseptatum_45	0	0	0	1	0	0	0	0
Bisifusarium_biseptatum_46	0	0	0	0	0	0	1	0
Marasmius_avellaneus_1	0	0	0	0	0	0	1	0
Nowakowskiella_sp_1	0	1	0	0	0	0	0	0
Lycoperdon_pratense_1	0	0	0	0	0	0	1	0
Bisifusarium_biseptatum_47	1	0	0	0	0	0	0	0
Armillaria_borealis_2	0	0	0	0	0	1	0	0
Dioszegia_hungarica_1	0	0	0	0	0	0	1	0
Myrothecium_inundatum_13	0	0	0	1	0	0	0	0
Bisifusarium_dimerum_5	0	1	0	0	0	0	0	0
Idriella_sp_5	0	0	0	0	0	0	1	0
Bisifusarium_biseptatum_48	1	0	0	0	0	0	0	0
Bisifusarium_biseptatum_49	0	0	1	0	0	0	0	0
Bisifusarium_biseptatum_50	0	0	0	0	0	1	0	0
Ypsilina_buttingtonensis_1	0	0	0	0	0	0	1	0
Trichoderma_amazonicum_1	555	747	4	481	2	149	459	79
Trichoderma_spirale_1	1	0	0	0	0	29	0	203
Papiliotrema_terrestris_1	0	0	4	136	0	2	0	3
Pseudovirgaria_grisea_1	2	6	0	2	0	0	88	0
Pseudocosmospora_eutypellae_1	1	0	0	0	0	1	22	0
Cephalotheca_reniformis_1	0	17	0	2	0	2	1	0
Tremella_cheejenii_1	0	9	0	0	0	0	0	11
Pseudocosmospora_rogersonii_1	0	0	0	0	0	2	7	1
Sporobolomyces_reniformis_1	3	0	0	0	0	3	3	0
Trichoderma_ghanense_1	0	0	0	0	3	0	4	0
